,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
50721,2020,ALABAMA,AL,WILCOX,1131.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1833,5903,20220315,TOTAL
50722,2020,ALABAMA,AL,WINSTON,1133.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,974,11284,20220315,TOTAL
50723,2020,ALABAMA,AL,WINSTON,1133.0,US PRESIDENT,OTHER,OTHER,115,11284,20220315,TOTAL
50724,2020,ALABAMA,AL,WINSTON,1133.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10195,11284,20220315,TOTAL
50725,2020,ALASKA,AK,DISTRICT 1,2001.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3477,7314,20220315,TOTAL
50726,2020,ALASKA,AK,DISTRICT 1,2001.0,US PRESIDENT,OTHER,GREEN,50,7314,20220315,TOTAL
50727,2020,ALASKA,AK,DISTRICT 1,2001.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,216,7314,20220315,TOTAL
50728,2020,ALASKA,AK,DISTRICT 1,2001.0,US PRESIDENT,OTHER,OTHER,60,7314,20220315,TOTAL
50729,2020,ALASKA,AK,DISTRICT 1,2001.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3511,7314,20220315,TOTAL
50730,2020,ALASKA,AK,DISTRICT 2,2002.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2104,6136,20220315,TOTAL
50731,2020,ALASKA,AK,DISTRICT 2,2002.0,US PRESIDENT,OTHER,GREEN,30,6136,20220315,TOTAL
50732,2020,ALASKA,AK,DISTRICT 2,2002.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,287,6136,20220315,TOTAL
50733,2020,ALASKA,AK,DISTRICT 2,2002.0,US PRESIDENT,OTHER,OTHER,41,6136,20220315,TOTAL
50734,2020,ALASKA,AK,DISTRICT 2,2002.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3674,6136,20220315,TOTAL
50735,2020,ALASKA,AK,DISTRICT 3,2003.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1903,8385,20220315,TOTAL
50736,2020,ALASKA,AK,DISTRICT 3,2003.0,US PRESIDENT,OTHER,GREEN,42,8385,20220315,TOTAL
50737,2020,ALASKA,AK,DISTRICT 3,2003.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,316,8385,20220315,TOTAL
50738,2020,ALASKA,AK,DISTRICT 3,2003.0,US PRESIDENT,OTHER,OTHER,48,8385,20220315,TOTAL
50739,2020,ALASKA,AK,DISTRICT 3,2003.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6076,8385,20220315,TOTAL
50740,2020,ALASKA,AK,DISTRICT 4,2004.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5345,10511,20220315,TOTAL
50741,2020,ALASKA,AK,DISTRICT 4,2004.0,US PRESIDENT,OTHER,GREEN,93,10511,20220315,TOTAL
50742,2020,ALASKA,AK,DISTRICT 4,2004.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,323,10511,20220315,TOTAL
50743,2020,ALASKA,AK,DISTRICT 4,2004.0,US PRESIDENT,OTHER,OTHER,60,10511,20220315,TOTAL
50744,2020,ALASKA,AK,DISTRICT 4,2004.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4690,10511,20220315,TOTAL
50745,2020,ALASKA,AK,DISTRICT 5,2005.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4204,8654,20220315,TOTAL
50746,2020,ALASKA,AK,DISTRICT 5,2005.0,US PRESIDENT,OTHER,GREEN,68,8654,20220315,TOTAL
50747,2020,ALASKA,AK,DISTRICT 5,2005.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,259,8654,20220315,TOTAL
50748,2020,ALASKA,AK,DISTRICT 5,2005.0,US PRESIDENT,OTHER,OTHER,46,8654,20220315,TOTAL
50749,2020,ALASKA,AK,DISTRICT 5,2005.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4077,8654,20220315,TOTAL
50750,2020,ALASKA,AK,DISTRICT 6,2006.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3272,9460,20220315,TOTAL
50751,2020,ALASKA,AK,DISTRICT 6,2006.0,US PRESIDENT,OTHER,GREEN,83,9460,20220315,TOTAL
50752,2020,ALASKA,AK,DISTRICT 6,2006.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,266,9460,20220315,TOTAL
50753,2020,ALASKA,AK,DISTRICT 6,2006.0,US PRESIDENT,OTHER,OTHER,69,9460,20220315,TOTAL
50754,2020,ALASKA,AK,DISTRICT 6,2006.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5770,9460,20220315,TOTAL
50755,2020,ALASKA,AK,DISTRICT 7,2007.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2215,9622,20220315,TOTAL
50756,2020,ALASKA,AK,DISTRICT 7,2007.0,US PRESIDENT,OTHER,GREEN,54,9622,20220315,TOTAL
50757,2020,ALASKA,AK,DISTRICT 7,2007.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,272,9622,20220315,TOTAL
50758,2020,ALASKA,AK,DISTRICT 7,2007.0,US PRESIDENT,OTHER,OTHER,54,9622,20220315,TOTAL
50759,2020,ALASKA,AK,DISTRICT 7,2007.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7027,9622,20220315,TOTAL
50760,2020,ALASKA,AK,DISTRICT 8,2008.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1953,9912,20220315,TOTAL
50761,2020,ALASKA,AK,DISTRICT 8,2008.0,US PRESIDENT,OTHER,GREEN,48,9912,20220315,TOTAL
50762,2020,ALASKA,AK,DISTRICT 8,2008.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,241,9912,20220315,TOTAL
50763,2020,ALASKA,AK,DISTRICT 8,2008.0,US PRESIDENT,OTHER,OTHER,52,9912,20220315,TOTAL
50764,2020,ALASKA,AK,DISTRICT 8,2008.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7618,9912,20220315,TOTAL
50765,2020,ALASKA,AK,DISTRICT 9,2009.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2769,10993,20220315,TOTAL
50766,2020,ALASKA,AK,DISTRICT 9,2009.0,US PRESIDENT,OTHER,GREEN,77,10993,20220315,TOTAL
50767,2020,ALASKA,AK,DISTRICT 9,2009.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,301,10993,20220315,TOTAL
50768,2020,ALASKA,AK,DISTRICT 9,2009.0,US PRESIDENT,OTHER,OTHER,59,10993,20220315,TOTAL
50769,2020,ALASKA,AK,DISTRICT 9,2009.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7787,10993,20220315,TOTAL
50770,2020,ALASKA,AK,DISTRICT 10,2010.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2727,11205,20220315,TOTAL
50771,2020,ALASKA,AK,DISTRICT 10,2010.0,US PRESIDENT,OTHER,GREEN,64,11205,20220315,TOTAL
50772,2020,ALASKA,AK,DISTRICT 10,2010.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,286,11205,20220315,TOTAL
50773,2020,ALASKA,AK,DISTRICT 10,2010.0,US PRESIDENT,OTHER,OTHER,47,11205,20220315,TOTAL
50774,2020,ALASKA,AK,DISTRICT 10,2010.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8081,11205,20220315,TOTAL
50775,2020,ALASKA,AK,DISTRICT 11,2011.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3130,10628,20220315,TOTAL
50776,2020,ALASKA,AK,DISTRICT 11,2011.0,US PRESIDENT,OTHER,GREEN,88,10628,20220315,TOTAL
50777,2020,ALASKA,AK,DISTRICT 11,2011.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,269,10628,20220315,TOTAL
50778,2020,ALASKA,AK,DISTRICT 11,2011.0,US PRESIDENT,OTHER,OTHER,45,10628,20220315,TOTAL
50779,2020,ALASKA,AK,DISTRICT 11,2011.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7096,10628,20220315,TOTAL
50780,2020,ALASKA,AK,DISTRICT 12,2012.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2957,11238,20220315,TOTAL
50781,2020,ALASKA,AK,DISTRICT 12,2012.0,US PRESIDENT,OTHER,GREEN,54,11238,20220315,TOTAL
50782,2020,ALASKA,AK,DISTRICT 12,2012.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,288,11238,20220315,TOTAL
50783,2020,ALASKA,AK,DISTRICT 12,2012.0,US PRESIDENT,OTHER,OTHER,46,11238,20220315,TOTAL
50784,2020,ALASKA,AK,DISTRICT 12,2012.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7893,11238,20220315,TOTAL
50785,2020,ALASKA,AK,DISTRICT 13,2013.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2666,7713,20220315,TOTAL
50786,2020,ALASKA,AK,DISTRICT 13,2013.0,US PRESIDENT,OTHER,GREEN,40,7713,20220315,TOTAL
50787,2020,ALASKA,AK,DISTRICT 13,2013.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,308,7713,20220315,TOTAL
50788,2020,ALASKA,AK,DISTRICT 13,2013.0,US PRESIDENT,OTHER,OTHER,47,7713,20220315,TOTAL
50789,2020,ALASKA,AK,DISTRICT 13,2013.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4652,7713,20220315,TOTAL
50790,2020,ALASKA,AK,DISTRICT 14,2014.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4261,11443,20220315,TOTAL
50791,2020,ALASKA,AK,DISTRICT 14,2014.0,US PRESIDENT,OTHER,GREEN,50,11443,20220315,TOTAL
50792,2020,ALASKA,AK,DISTRICT 14,2014.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,356,11443,20220315,TOTAL
50793,2020,ALASKA,AK,DISTRICT 14,2014.0,US PRESIDENT,OTHER,OTHER,62,11443,20220315,TOTAL
50794,2020,ALASKA,AK,DISTRICT 14,2014.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6714,11443,20220315,TOTAL
50795,2020,ALASKA,AK,DISTRICT 15,2015.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2622,5559,20220315,TOTAL
50796,2020,ALASKA,AK,DISTRICT 15,2015.0,US PRESIDENT,OTHER,GREEN,36,5559,20220315,TOTAL
50797,2020,ALASKA,AK,DISTRICT 15,2015.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,197,5559,20220315,TOTAL
50798,2020,ALASKA,AK,DISTRICT 15,2015.0,US PRESIDENT,OTHER,OTHER,33,5559,20220315,TOTAL
50799,2020,ALASKA,AK,DISTRICT 15,2015.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2671,5559,20220315,TOTAL
50800,2020,ALASKA,AK,DISTRICT 16,2016.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4274,8118,20220315,TOTAL
50801,2020,ALASKA,AK,DISTRICT 16,2016.0,US PRESIDENT,OTHER,GREEN,64,8118,20220315,TOTAL
50802,2020,ALASKA,AK,DISTRICT 16,2016.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,210,8118,20220315,TOTAL
50803,2020,ALASKA,AK,DISTRICT 16,2016.0,US PRESIDENT,OTHER,OTHER,54,8118,20220315,TOTAL
50804,2020,ALASKA,AK,DISTRICT 16,2016.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3516,8118,20220315,TOTAL
50805,2020,ALASKA,AK,DISTRICT 17,2017.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4136,7239,20220315,TOTAL
50806,2020,ALASKA,AK,DISTRICT 17,2017.0,US PRESIDENT,OTHER,GREEN,64,7239,20220315,TOTAL
50807,2020,ALASKA,AK,DISTRICT 17,2017.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,184,7239,20220315,TOTAL
50808,2020,ALASKA,AK,DISTRICT 17,2017.0,US PRESIDENT,OTHER,OTHER,45,7239,20220315,TOTAL
50809,2020,ALASKA,AK,DISTRICT 17,2017.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2810,7239,20220315,TOTAL
50810,2020,ALASKA,AK,DISTRICT 18,2018.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4681,7720,20220315,TOTAL
50811,2020,ALASKA,AK,DISTRICT 18,2018.0,US PRESIDENT,OTHER,GREEN,79,7720,20220315,TOTAL
50812,2020,ALASKA,AK,DISTRICT 18,2018.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,157,7720,20220315,TOTAL
50813,2020,ALASKA,AK,DISTRICT 18,2018.0,US PRESIDENT,OTHER,OTHER,43,7720,20220315,TOTAL
50814,2020,ALASKA,AK,DISTRICT 18,2018.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2760,7720,20220315,TOTAL
50815,2020,ALASKA,AK,DISTRICT 19,2019.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3118,5301,20220315,TOTAL
50816,2020,ALASKA,AK,DISTRICT 19,2019.0,US PRESIDENT,OTHER,GREEN,52,5301,20220315,TOTAL
50817,2020,ALASKA,AK,DISTRICT 19,2019.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,110,5301,20220315,TOTAL
50818,2020,ALASKA,AK,DISTRICT 19,2019.0,US PRESIDENT,OTHER,OTHER,46,5301,20220315,TOTAL
50819,2020,ALASKA,AK,DISTRICT 19,2019.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1975,5301,20220315,TOTAL
50820,2020,ALASKA,AK,DISTRICT 20,2020.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4881,7497,20220315,TOTAL
50821,2020,ALASKA,AK,DISTRICT 20,2020.0,US PRESIDENT,OTHER,GREEN,53,7497,20220315,TOTAL
50822,2020,ALASKA,AK,DISTRICT 20,2020.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,153,7497,20220315,TOTAL
50823,2020,ALASKA,AK,DISTRICT 20,2020.0,US PRESIDENT,OTHER,OTHER,27,7497,20220315,TOTAL
50824,2020,ALASKA,AK,DISTRICT 20,2020.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2383,7497,20220315,TOTAL
50825,2020,ALASKA,AK,DISTRICT 21,2021.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5414,9429,20220315,TOTAL
50826,2020,ALASKA,AK,DISTRICT 21,2021.0,US PRESIDENT,OTHER,GREEN,70,9429,20220315,TOTAL
50827,2020,ALASKA,AK,DISTRICT 21,2021.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,203,9429,20220315,TOTAL
50828,2020,ALASKA,AK,DISTRICT 21,2021.0,US PRESIDENT,OTHER,OTHER,52,9429,20220315,TOTAL
50829,2020,ALASKA,AK,DISTRICT 21,2021.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3690,9429,20220315,TOTAL
50830,2020,ALASKA,AK,DISTRICT 22,2022.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4553,9520,20220315,TOTAL
50831,2020,ALASKA,AK,DISTRICT 22,2022.0,US PRESIDENT,OTHER,GREEN,46,9520,20220315,TOTAL
50832,2020,ALASKA,AK,DISTRICT 22,2022.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,200,9520,20220315,TOTAL
50833,2020,ALASKA,AK,DISTRICT 22,2022.0,US PRESIDENT,OTHER,OTHER,37,9520,20220315,TOTAL
50834,2020,ALASKA,AK,DISTRICT 22,2022.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4684,9520,20220315,TOTAL
50835,2020,ALASKA,AK,DISTRICT 23,2023.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3810,7739,20220315,TOTAL
50836,2020,ALASKA,AK,DISTRICT 23,2023.0,US PRESIDENT,OTHER,GREEN,53,7739,20220315,TOTAL
50837,2020,ALASKA,AK,DISTRICT 23,2023.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,170,7739,20220315,TOTAL
50838,2020,ALASKA,AK,DISTRICT 23,2023.0,US PRESIDENT,OTHER,OTHER,51,7739,20220315,TOTAL
50839,2020,ALASKA,AK,DISTRICT 23,2023.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3655,7739,20220315,TOTAL
50840,2020,ALASKA,AK,DISTRICT 24,2024.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4736,10428,20220315,TOTAL
50841,2020,ALASKA,AK,DISTRICT 24,2024.0,US PRESIDENT,OTHER,GREEN,46,10428,20220315,TOTAL
50842,2020,ALASKA,AK,DISTRICT 24,2024.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,222,10428,20220315,TOTAL
50843,2020,ALASKA,AK,DISTRICT 24,2024.0,US PRESIDENT,OTHER,OTHER,46,10428,20220315,TOTAL
50844,2020,ALASKA,AK,DISTRICT 24,2024.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5378,10428,20220315,TOTAL
50845,2020,ALASKA,AK,DISTRICT 25,2025.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4600,9325,20220315,TOTAL
50846,2020,ALASKA,AK,DISTRICT 25,2025.0,US PRESIDENT,OTHER,GREEN,67,9325,20220315,TOTAL
50847,2020,ALASKA,AK,DISTRICT 25,2025.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,201,9325,20220315,TOTAL
50848,2020,ALASKA,AK,DISTRICT 25,2025.0,US PRESIDENT,OTHER,OTHER,50,9325,20220315,TOTAL
50849,2020,ALASKA,AK,DISTRICT 25,2025.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4407,9325,20220315,TOTAL
50850,2020,ALASKA,AK,DISTRICT 26,2026.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4558,10111,20220315,TOTAL
50851,2020,ALASKA,AK,DISTRICT 26,2026.0,US PRESIDENT,OTHER,GREEN,55,10111,20220315,TOTAL
50852,2020,ALASKA,AK,DISTRICT 26,2026.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,207,10111,20220315,TOTAL
50853,2020,ALASKA,AK,DISTRICT 26,2026.0,US PRESIDENT,OTHER,OTHER,48,10111,20220315,TOTAL
50854,2020,ALASKA,AK,DISTRICT 26,2026.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5243,10111,20220315,TOTAL
50855,2020,ALASKA,AK,DISTRICT 27,2027.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,4844,9506,20220315,TOTAL
50856,2020,ALASKA,AK,DISTRICT 27,2027.0,US PRESIDENT,OTHER,GREEN,59,9506,20220315,TOTAL
50857,2020,ALASKA,AK,DISTRICT 27,2027.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,228,9506,20220315,TOTAL
50858,2020,ALASKA,AK,DISTRICT 27,2027.0,US PRESIDENT,OTHER,OTHER,51,9506,20220315,TOTAL
50859,2020,ALASKA,AK,DISTRICT 27,2027.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4324,9506,20220315,TOTAL
50860,2020,ALASKA,AK,DISTRICT 28,2028.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,6264,12749,20220315,TOTAL
50861,2020,ALASKA,AK,DISTRICT 28,2028.0,US PRESIDENT,OTHER,GREEN,69,12749,20220315,TOTAL
50862,2020,ALASKA,AK,DISTRICT 28,2028.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,219,12749,20220315,TOTAL
50863,2020,ALASKA,AK,DISTRICT 28,2028.0,US PRESIDENT,OTHER,OTHER,35,12749,20220315,TOTAL
50864,2020,ALASKA,AK,DISTRICT 28,2028.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6162,12749,20220315,TOTAL
50865,2020,ALASKA,AK,DISTRICT 29,2029.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2985,10747,20220315,TOTAL
50866,2020,ALASKA,AK,DISTRICT 29,2029.0,US PRESIDENT,OTHER,GREEN,69,10747,20220315,TOTAL
50867,2020,ALASKA,AK,DISTRICT 29,2029.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,190,10747,20220315,TOTAL
50868,2020,ALASKA,AK,DISTRICT 29,2029.0,US PRESIDENT,OTHER,OTHER,39,10747,20220315,TOTAL
50869,2020,ALASKA,AK,DISTRICT 29,2029.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7464,10747,20220315,TOTAL
50870,2020,ALASKA,AK,DISTRICT 30,2030.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2638,10176,20220315,TOTAL
50871,2020,ALASKA,AK,DISTRICT 30,2030.0,US PRESIDENT,OTHER,GREEN,42,10176,20220315,TOTAL
50872,2020,ALASKA,AK,DISTRICT 30,2030.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,270,10176,20220315,TOTAL
50873,2020,ALASKA,AK,DISTRICT 30,2030.0,US PRESIDENT,OTHER,OTHER,46,10176,20220315,TOTAL
50874,2020,ALASKA,AK,DISTRICT 30,2030.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,7180,10176,20220315,TOTAL
50875,2020,ALASKA,AK,DISTRICT 31,2031.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5037,12410,20220315,TOTAL
50876,2020,ALASKA,AK,DISTRICT 31,2031.0,US PRESIDENT,OTHER,GREEN,100,12410,20220315,TOTAL
50877,2020,ALASKA,AK,DISTRICT 31,2031.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,250,12410,20220315,TOTAL
50878,2020,ALASKA,AK,DISTRICT 31,2031.0,US PRESIDENT,OTHER,OTHER,52,12410,20220315,TOTAL
50879,2020,ALASKA,AK,DISTRICT 31,2031.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6971,12410,20220315,TOTAL
50880,2020,ALASKA,AK,DISTRICT 32,2032.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3506,8335,20220315,TOTAL
50881,2020,ALASKA,AK,DISTRICT 32,2032.0,US PRESIDENT,OTHER,GREEN,105,8335,20220315,TOTAL
50882,2020,ALASKA,AK,DISTRICT 32,2032.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,238,8335,20220315,TOTAL
50883,2020,ALASKA,AK,DISTRICT 32,2032.0,US PRESIDENT,OTHER,OTHER,46,8335,20220315,TOTAL
50884,2020,ALASKA,AK,DISTRICT 32,2032.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4440,8335,20220315,TOTAL
50885,2020,ALASKA,AK,DISTRICT 33,2033.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,7535,10955,20220315,TOTAL
50886,2020,ALASKA,AK,DISTRICT 33,2033.0,US PRESIDENT,OTHER,GREEN,103,10955,20220315,TOTAL
50887,2020,ALASKA,AK,DISTRICT 33,2033.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,197,10955,20220315,TOTAL
50888,2020,ALASKA,AK,DISTRICT 33,2033.0,US PRESIDENT,OTHER,OTHER,61,10955,20220315,TOTAL
50889,2020,ALASKA,AK,DISTRICT 33,2033.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3059,10955,20220315,TOTAL
50890,2020,ALASKA,AK,DISTRICT 34,2034.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5763,10729,20220315,TOTAL
50891,2020,ALASKA,AK,DISTRICT 34,2034.0,US PRESIDENT,OTHER,GREEN,68,10729,20220315,TOTAL
50892,2020,ALASKA,AK,DISTRICT 34,2034.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,279,10729,20220315,TOTAL
50893,2020,ALASKA,AK,DISTRICT 34,2034.0,US PRESIDENT,OTHER,OTHER,76,10729,20220315,TOTAL
50894,2020,ALASKA,AK,DISTRICT 34,2034.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4543,10729,20220315,TOTAL
50895,2020,ALASKA,AK,DISTRICT 35,2035.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5011,10102,20220315,TOTAL
50896,2020,ALASKA,AK,DISTRICT 35,2035.0,US PRESIDENT,OTHER,GREEN,95,10102,20220315,TOTAL
50897,2020,ALASKA,AK,DISTRICT 35,2035.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,170,10102,20220315,TOTAL
50898,2020,ALASKA,AK,DISTRICT 35,2035.0,US PRESIDENT,OTHER,OTHER,57,10102,20220315,TOTAL
50899,2020,ALASKA,AK,DISTRICT 35,2035.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4769,10102,20220315,TOTAL
50900,2020,ALASKA,AK,DISTRICT 36,2036.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3796,9292,20220315,TOTAL
50901,2020,ALASKA,AK,DISTRICT 36,2036.0,US PRESIDENT,OTHER,GREEN,79,9292,20220315,TOTAL
50902,2020,ALASKA,AK,DISTRICT 36,2036.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,245,9292,20220315,TOTAL
50903,2020,ALASKA,AK,DISTRICT 36,2036.0,US PRESIDENT,OTHER,OTHER,58,9292,20220315,TOTAL
50904,2020,ALASKA,AK,DISTRICT 36,2036.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5114,9292,20220315,TOTAL
50905,2020,ALASKA,AK,DISTRICT 37,2037.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2560,5142,20220315,TOTAL
50906,2020,ALASKA,AK,DISTRICT 37,2037.0,US PRESIDENT,OTHER,GREEN,56,5142,20220315,TOTAL
50907,2020,ALASKA,AK,DISTRICT 37,2037.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,86,5142,20220315,TOTAL
50908,2020,ALASKA,AK,DISTRICT 37,2037.0,US PRESIDENT,OTHER,OTHER,82,5142,20220315,TOTAL
50909,2020,ALASKA,AK,DISTRICT 37,2037.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2358,5142,20220315,TOTAL
50910,2020,ALASKA,AK,DISTRICT 38,2038.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3202,5299,20220315,TOTAL
50911,2020,ALASKA,AK,DISTRICT 38,2038.0,US PRESIDENT,OTHER,GREEN,112,5299,20220315,TOTAL
50912,2020,ALASKA,AK,DISTRICT 38,2038.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,105,5299,20220315,TOTAL
50913,2020,ALASKA,AK,DISTRICT 38,2038.0,US PRESIDENT,OTHER,OTHER,143,5299,20220315,TOTAL
50914,2020,ALASKA,AK,DISTRICT 38,2038.0,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1737,5299,20220315,TOTAL
50915,2020,ALASKA,AK,DISTRICT 39,2039.0,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3580,5891,20220315,TOTAL
50916,2020,ALASKA,AK,DISTRICT 39,2039.0,US PRESIDENT,OTHER,GREEN,104,5891,20220315,TOTAL
50917,2020,ALASKA,AK,DISTRICT 39,2039.0,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,123,5891,20220315,TOTAL
50918,2020,ALASKA,AK,DISTRICT 39,2039.0,US PRESIDENT,OTHER,OTHER,145,5891,20220315,TOTAL
