facility ID,facility name,,telehealth clinic only,full address,street address,city,state,zip code,latitude,longitude,phone number,website,open in 2021,provided abortions in 2021,provided MAB in 2021,MAB gestational limit in 2021,median state cost for medication abortion in 2021,provided procedural abortion in 2021,procedural abortion gestational limit in 2021,median state cost for first trimester procedural abortion in 2021,median state cost for second trimester procedural abortion in 2021,date facility opened,facility closure date/info,date of last facility update
104,American Women's Services: Frederick,,,"801 Tollhouse Avenue, Unit H-6, Frederick, Maryland 21201","801 Tollhouse Avenue, Unit H-6",Frederick,MD,21201,39.4256,-77.4144,(800) 951-1180,https://www.americanwomensservices.com/,no,no,Yes,9,390,No,24,431,922,,,12/29/21
105,American Women's Services: Galloway,,,"333 Jimmie Leeds Road, Unit 5, Galloway, NJ 08205","333 Jimmie Leeds Road, Unit 5",Galloway,NJ,8205,39.4648,-74.4963,(609) 429-5500,http://www.americanwomensservices.com/office_locations/nj/galloway.php,yes,yes,Yes,9,490,Yes,12,400,700,2017,,9/16/21
106,American Women's Services: Hamilton,,,"1345 Kuser Road, Suite 1, Hamilton, NJ 08619","1345 Kuser Road, Suite 1",Hamilton,NJ,8619,40.2101,-74.7029,(609) 503-4751,http://www.americanwomensservices.com/,yes,yes,Yes,9,490,Yes,12,400,700,,,9/16/21
107,American Women's Services: Paramus,,,"3 Winslow Place, Paramus, NJ 07652",3 Winslow Place,Paramus,NJ,7652,40.9226,-74.0712,(800) 364-2077,http://www.americanwomensservices.com/,yes,yes,Yes,9,490,Yes,12,400,700,,,9/16/21
108,American Women's Services: Phillipsburg,,,"157 S. Main Street, Phillipsburg, NJ 08865",157 S. Main Street,Phillipsburg,NJ,8865,40.6889,-75.1994,(908) 213-1010,http://www.americanwomensservices.com/,yes,yes,Yes,9,490,Yes,12,400,700,,,9/16/21
109,American Women's Services: Pittsburgh,,,"320 Fort Duquesne Blvd. #325, Pittsburgh, PA 15222",320 Fort Duquesne Blvd. #325,Pittsburgh,PA,15222,40.443,-80.0063,(800) 364-2405,,no,no,,,474,,,500,550,,2013,12/29/21
110,American Women's Services: Silver Spring,,,"9801 Georgia Avenue, Suite 338, Silver Spring, MD 20902","9801 Georgia Avenue, Suite 338",Silver Spring,MD,20902,39.0161,-77.0427,(301) 686-8558 or (800) 576-3339,https://www.americanwomensservices.com/,no,no,Yes,9,390,Yes,24,431,922,,,12/29/21
111,American Women's Services: Toms River,,,"651 Route 37 West, Toms River, NJ 08755",651 Route 37 West,Toms River,NJ,8755,39.969,-74.232,(800) 719-5333,http://www.americanwomensservices.com/,no,no,Yes,9,490,Yes,14,400,700,,,8/26/20
112,American Women's Services: Voorhees,,,"600 Somerdale Road, Suite 206, Voorhees, NJ 08043","600 Somerdale Road, Suite 206",Voorhees,NJ,8043,39.8573,-74.9943,(856) 427-6245,http://www.americanwomensservices.com/,yes,yes,Yes,9,490,Yes,12,400,700,,,9/20/21
113,American Women's Services: Woodbridge,,,"228 Main Street, Woodbridge, NJ 07095",228 Main Street,Woodbridge,NJ,7095,40.5519,-74.2869,(732) 527-1306,http://www.americanwomensservices.com/,yes,yes,Yes,9,490,Yes,12,400,700,,,9/20/21
114,Amethyst Health Center for Women,,,"9380-B Forestwood Lane, Manassas, VA 20110",9380-B Forestwood Lane,Manassas,VA,20110,38.7652,-77.4792,(703) 335-2779,www.amethysthealthcenterforwomen.com,no,no,,,433,,,450,850,,2015,8/1/19
115,Southern Tier Women's Health Services LLC,,,"149 Vestal Parkway West, Vestal, NY 13851",149 Vestal Parkway West,Vestal,NY,13851,42.0856,-76.056,(607) 785-4171,https://www.southerntierwomenshealth.com/common-questions,yes,yes,Yes,9,580,Yes,14,580,600,,,12/27/21
116,Anna Jaques Hospital,,,"25 Highland Ave., Newburyport, MA 01950",25 Highland Ave.,Newburyport,MA,1950,42.8148,-70.8906,(978) 463 - 1000 or (978) 556-0100,http://www.ajh.org/,yes,yes,No,,650,Yes,12,700,725,,,12/27/21
117,Annapolis Road Medical Center,,,"5632 Annapolis Rd, Ste. 7, Bladensburg, MD 20710","5632 Annapolis Rd, Ste. 7",Bladensburg,MD,20710,38.9394,-76.9199,(301) 927-2000,,no,no,,,390,,,431,922,,2014,12/29/21
118,"Arjang Naim, MD: North Vermont Avenue",,,"1407 North Vermont Ave, Suite A, Los Angeles, CA 90027","1407 North Vermont Ave, Suite A",Los Angeles,CA,90027,34.0972,-118.292,(323) 913-3377,http://www.womenshealthmd.com,yes,yes,Yes,10,700,Yes,10,750,926,2017,,9/13/2021 (phone)
119,"Arjang Naim, MD: West 3rd Street",,,"8631 West 3rd Street, Suite 444E, Los Angeles, CA 90048","8631 West 3rd Street, Suite 444E",Los Angeles,CA,90048,34.0737,-118.38,(310) 652-8141,http://www.womenshealthmd.com,yes,yes,Yes,10,700,Yes,10,750,926,2017,,9/13/2021 (phone)
121,Atlanta Center for Women's Choice,,,"1874 Piedmont Ave NE, Suite 570E, Atlanta, GA 30324","1874 Piedmont Ave NE, Suite 570E",Atlanta,GA,30324,33.8074,-84.3663,(770) 212-9660,http://acwcmidtownabortionclinic.com/,yes,yes,Yes,11,476,Yes,12,485,,,,10/01/2021 (phone)
122,Atlanta Surgicenter,,,"3114 Mercer University Drive, Suite 100, Atlanta, GA 30341","3114 Mercer University Drive, Suite 100",Atlanta,GA,30341,33.8766,-84.262,(404) 892-8608,http://www.atlantasurgicenter.com/index.html,no,no,Yes,8,476,Yes,14,485,,,2020,7/20/2021 (web only)
123,Atlanta Women's Center,,,"235 West Wieuca Road NE, Atlanta, GA 30342",235 West Wieuca Road NE,Atlanta,GA,30342,33.8763,-84.3788,(404) 257-0057,https://thewomenscenters.com/atlantawomenscenter/,yes,yes,Yes,10,476,Yes,21.6,485,,,,10/01/2021 (phone)
124,Atlantic Women's Health,,,"707 White Horse Pike, Abescon, NJ 08201",707 White Horse Pike,Abescon,NJ,8201,39.4377,-74.5177,(609) 204-9195,http://www.merchantcircle.com/business/Atlantic.Womens.Health.609-204-9195?sort=displayorder,no,no,,,490,,,400,700,,2019,7/31/19
125,Aurora Medical Services,,,"1001 Broadway, Suite 320, Seattle, WA 98122","1001 Broadway, Suite 320",Seattle,WA,98122,47.6109,-122.321,(206) 957-0990,http://www.auroramedicalservices.com/,no,no,,,650,,,650,,,,7/20/2021 (web only)
126,Austin Women's Health Center,,,"1902 S IH-35, Suite A, Austin, TX 78704","1902 S IH-35, Suite A",Austin,TX,78704,30.239,-97.7386,(512) 443-2888,http://www.austinwomenshealth.com/,yes,yes,Yes,5.6,650,Yes,5.6,715,850,,,12/29/21
127,BHS Family Health Center (Pacifica Women's Healthcare),,,"12954 Hawthorne Blvd Ste. 100, Hawthorne, CA 90250",15519 Crenshaw Boulevard,Gardena,CA,90249,33.8897,-118.327,(310) 978-6900,http://www.pacificawomenshealthcare.com/,yes,no,,,700,,,750,926,,2019,9/13/2021 (phone)
130,Baystate Health: Wesson Women's Group,,,"3300 Main Street, Suite 4D, Springfield, MA 01107",3300 Main Street. Suite 4D,Springfield,MA,1107,42.1231,-72.6097,(413) 794-7045,https://www.baystatehealth.org/locations/tolosky-center/wesson-womens-group,yes,yes,Yes,9.6,650,Yes,21,700,725,,,12/27/21
132,Beacon Women's Center,,,"1011 Monticello Court, Montgomery, AL 36117",1011 Monticello Court,Montgomery,AL,36117,32.3664,-86.2033,(334) 277-6212,,no,no,,,600,,,700,800,,2010,7/12/2021 (web only)
133,Berkshire Medical Center: Gynecology,,,"725 North Street, Pittsfield, MA, 01201",777 North Street,Pittsfield,MA,1201,42.4606,-73.2475,(413) 499-8570,http://www.berkshirehealthsystems.org/berkshire-obgyn-of-bmc,yes,yes,Yes,8.3,650,Yes,12.6,700,725,,,12/27/21
134,Berkshire Medical Center: North Adams Regional Hospital,,,"71 Hospital Avenue, Third Floor, North Adams, MA 01247","71 Hospital Avenue, Third Floor",North Adams,MA,1247,42.706,-73.1095,(413) 499-8570,http://www.nbhealth.org/NBH/181/Obstetrics-Gynecology.html,yes,no,Yes,7,650,Yes,12,700,725,,,12/27/21
135,"Bernard Rosenfield, MD",,,"7400 Fannin, Suite 910, Houston, TX 77054","7400 Fannin, Suite 910",Houston,TX,77054,29.6946,-95.4007,(713) 790-0099,http://rosenfeldmd.com/,no,no,,,650,,,715,850,,,12/29/21
137,Birth Control Care Center,,,"872 E. Sahara Avenue, Las Vegas, NV 89104",872 E. Sahara Avenue,Las Vegas,NV,89104,36.146,-115.143,(702) 733-7889,https://birthcontrolcarecenter.com/home,yes,yes,Yes,10,600,Yes,24,860,,,,10/01/2021 (phone)
138,Blue Coral Women's Care Inc.,,,"7360 Coral Way, Ste. 16, Miami, FL 33155",7171 Coral Way #215,Miami,FL,33155,25.7482,-80.3109,(305) 264-4940,,yes,yes,Yes,6,543,Yes,10,550,650,,,08/02/2021 (web only)
139,Blue Mountain Clinic Family Practice,,,"610 N. California Street, Missoula, MT 59802",610 N. California Street,Missoula,MT,59802,46.8772,-114.013,(406) 721-1646,https://www.bluemountainclinic.org/,yes,yes,Yes,10,555,Yes,18,795,,,,12/27/21
140,Bossier City Medical Suite,,,"1505 Doctors Drive, Bossier City, LA 71111",1505 Doctors Drive,Bossier City,LA,71111,32.5329,-93.7098,(318) 747-0330,http://www.abortion-shreveport.com,no,no,,,600,,,963,,,2017,12/22/21
142,Boston Medical Center_centerplace,,,"One Boston Medical Center Place, Boston, MA 02118",One Boston Medical Center Place,Boston,MA,2118,42.3348,-71.0744,(617) 638-8000,https://www.bmc.org/department-obstetrics-and-gynecology/beacon-family-planning-and-pregnancy-loss-services/abortion,yes,yes,Yes,10,650,Yes,26,700,725,,,12/27/21
144,"Boulder Abortion Clinic, P.C. - Warren Hern, M.D.",,,"1130 Alpine Avenue, Boulder, CO 80304",1130 Alpine Avenue,Boulder,CO,80304,40.0255,-105.283,(800) 535-1287,http://www.drhern.com/,yes,yes,No,,458,Yes,26,747,2100,,,10/04/2021 (phone)
145,"Boulder Valley Women's Health Center, Boulder",,,"2855 Valmont Road, Boulder, CO 80301",2855 Valmont Road,Boulder,CO,80301,40.0292,-105.257,303-442-5160,https://www.boulderwomenshealth.org/,yes,yes,Yes,11,458,Yes,14,747,2100,,,10/04/2021 (phone)
146,"Boulder Valley Women's Health Center, Longmont",,,"82 21st Ave, Suite C, Longmont, CO 80501","82 21st Ave, Suite C",Longmont,CO,80501,40.1959,-105.095,303-442-5160,https://www.boulderwomenshealth.org/,yes,no,,,458,,,747,2100,,,10/04/2021 (phone)
147,Bours Health Center,,,"539 E 11th Ave, Eugene OR 97401",539 E 11th Ave,Eugene,OR,97401,44.0478,-123.085,(541) 484-1223,https://www.drbours.com/home/bsh/index.html,no,no,,,650,,,700,925,,2013,12/22/21
148,Brandeis Medical Center: Beverly Hills,,,"292 S. La Cienega Blvd. #100, Beverly Hills, CA 90211",292 S. La Cienega Blvd. #100,Beverly Hills,CA,90211,34.0628,-118.376,(424) 239-1650,,yes,yes,Yes,9,700,No,,750,926,,,9/13/2021 (phone)
149,Brandeis Medical Center: Los Angeles,,,"819 S. Vermont, Los Angeles, CA 90005",819 S. Vermont,Los Angeles,CA,90005,34.0571,-118.292,424-239-1650,http://www.ru486ishere.com,no,no,,,700,,,750,926,,,
150,Bread and Roses Women's Health Center: Gainesville Woman Care,,,"1233 NW 10th Avenue, Gainesville, FL 32601",1233 NW 10th Avenue,Gainesville,FL,32601,29.6611,-82.3379,(352) 372-1664,http://www.breadroses.com/,yes,yes,Yes,11,543,Yes,18,550,650,,,12/23/21
151,Brigham and Women's Hospital,,,"75 Francis Street, Boston, Ma, 02115",75 Francis Street,Boston,MA,2115,42.3359,-71.1074,(857) 307-2493,https://www.brighamandwomens.org/obgyn/family-planning/family-planning-services,yes,yes,Yes,11,650,Yes,24,700,725,,,12/27/21
152,Bristol Regional Women's Center,,,"2901 West State St, Bristol, TN 37620",2901 West State St,Bristol,TN,37620,36.5927,-82.2197,(423) 968-2182,http://www.bristolregionalwomenscenter.com/,yes,yes,Yes,8,600,Yes,14,701,850,,,12/31/21
153,Bronx Abortion,,,"2070 Eastchester Road, Bronx, NY 10461",2070 Eastchester Road,Bronx,NY,10461,40.8552,-73.8437,(718) 829-7000,http://www.abortionbronx.com/,yes,yes,Yes,10,580,Yes,14,580,600,,,12/27/21
154,Bronx Women Medical Services,,,"2901 3rd Ave # 2, Bronx, NY 10455",2901 3rd Ave # 2,Bronx,NY,10455,40.8171,-73.9163,(718) 585-0306,https://plus.google.com/103849572081814364777/about?gl=us&hl=en,no,no,,,580,,,580,600,,,12/27/21
155,Bronx-Lebanon Hospital - Women's Health Clinic,,,"1650 Grand Concourse, Bronx, NY 10457",1650 Grand Concourse,Bronx,NY,10457,40.8435,-73.9116,(718) 518-5000,http://www.bronx-leb.org/,yes,no,,,580,,,580,600,,,12/27/21
156,Brooklyn Abortion Clinic,,,"142 Joralemon Street, Suite 4CF, Brooklyn, NY 11201",14 Dekalb Ave,Brooklyn,NY,11201,40.6899,-73.9829,(718)369-1900,https://www.brooklynabortionclinic.nyc/,yes,yes,Yes,7,580,Yes,21,580,600,,,12/28/21
158,Brooklyn Women's Pavilion OB/GYN PLLC: Brooklyn,,,,14 Dekalb Ave,Brooklyn,NY,11201,40.6899,-73.9829,(718) 222-0123,https://brookylnwomenspavilion.multiscreensite.com/,yes,yes,Yes,7,580,Yes,12,580,600,,,12/28/21
159,Brooklyn Women's Pavilion OB/GYN PLLC: Queens,,,"106-12 Liberty Ave, Ozone Park, NY 11417",106-12 Liberty Ave,Queens,NY,11417,40.6829,-73.8351,(718) 222-0123,https://brookylnwomenspavilion.multiscreensite.com/,yes,yes,Yes,7,580,Yes,12,580,600,,,12/28/21
161,"Buffalo Womenservices, LLC",,,"2500 Main Street, Buffalo, NY 14214",2500 Main Street,Buffalo,NY,14214,42.9365,-78.8422,(716) 835-2510,http://www.buffalowomenservices.com,yes,yes,No,,580,Yes,19,580,600,1983,,12/28/21
162,Butterfly Medical Clinic,,,"3756 Santa Rosalia Dr., #220, Los Angeles, CA 90008","3756 Santa Rosalia Dr., #220",Los Angeles,CA,90008,34.0091,-118.339,(323) 290-3900,http://directory.wfaa.com/biz/butterfly-medical-clinic/los-angeles/ca/90008/33563080,no,no,,,700,,,750,926,,,
163,CARE: Clinics for Abortion and Reproductive Excellence,,,"1002 W Mission Ave., Bellevue, NE 68005",1002 W Mission Ave.,Bellevue,NE,68005,41.1366,-95.906,(402) 291-4797,https://abortionclinics.org/bellevue-nebraska/,yes,yes,Yes,11,730,Yes,21.6,825,,,,12/22/21
164,California Women's Medical Clinic,,,"4282 Genesee Ave., Suite 201, San Diego, CA 92117","4282 Genesee Ave., Suite 201",San Diego,CA,92117,32.821,-117.183,(858) 268-0300 ext. 3,http://www.californiawomensmedicalclinic.com/,no,no,,,700,,,750,926,,,5/31/2021 (web only)
165,Cambridge Health Alliance,,,"1493 Cambridge St., Cambridge, MA 02139",1493 Cambridge St.,Cambridge,MA,2139,42.3743,-71.1044,(617) 665-2800,http://site.challiance-cms.org/Services/CambridgeWomensHealth.aspx,yes,no,Yes,,650,Yes,17,700,725,,,12/27/21
166,Camelback Family Planning,,,"4141 N. 32nd Street, #105, Phoenix, AZ 85018","4141 N. 32nd Street, #105",Phoenix,AZ,85018,33.4969,-112.013,(602) 279-2337,https://www.camelbackfamilyplanning.com/,yes,yes,Yes,10.6,540,Yes,23.6,701,1568,,,9/13/2021 (phone)
167,Capital Care Network of Toledo,,,"1160 W Sylvania Ave, Toledo, OH 43612",1160 W Sylvania Ave,Toledo,OH,43612,41.6926,-83.569,(419) 478-6801,https://www.capitalcarenetwork.com/,yes,yes,Yes,9.6,650,No,,650,1100,,,12/30/21
168,Capital Care Women's Center (Columbus),,,"4818 Indianola Avenue, Columbus OH 43214",4818 Indianola Avenue,Columbus,OH,43214,40.0637,-83.0006,(614) 430-3711,http://capitalcarewomenscenter.com/,no,no,,,650,,,650,1100,,2012,12/30/21
170,Capital Care Women's Center (Lima),,,"222 S. Elizabeth Street, Lima, OH 45801",222 S. Elizabeth Street,Lima,OH,45801,40.7383,-84.1069,(419) 478-6801,http://capitalcarewomenscenter.com/lima/,no,no,,,650,,,650,1100,,2013,12/30/21
171,Capital Women's Services,,,"6323 Georgia Ave NW, Suite 210, Washington D.C. 20011","6323 Georgia Ave NW, Suite 210",Washington,DC,20011,38.9668,-77.0275,(202) 945-4940,https://www.capitalwomensservices.com/faq.php,yes,yes,Yes,9,410,Yes,18,510,825,Open as of 2014,,10/01/2021 (phone)
172,Caring For Women,,,"Amesbury Health Center, 24 Morrill Place, Amesbury, MA 01913","Amesbury Health Center, 24 Morrill Place",Amesbury,MA,1913,42.8488,-70.9337,(508) 634-7338,https://www.healthgrades.com/group-directory/ma-massachusetts/amesbury/caring-for-women-ooo5wf3,yes,no,,,650,,,700,725,,,12/27/21
173,Carolina Women Care: High Point,,,"712 N Elm St., High Point, NC, 27262",712 N Elm St.,High Point,NC,27262,35.9649,-80.0135,(336) 889-8503,,yes,no,,,425,,,425,465,,,12/29/21
175,Causeway Medical Center,,,"3044 Ridgelake Drive, Metairie, Louisiana 70002",3044 Ridgelake Drive,Metairie,LA,70002,30.0065,-90.1535,(504) 837-1272,http://www.abortion-new-orleans.com/,no,no,,,600,,,963,,,2016,12/22/21
176,Cedar River Clinics: Renton,,,"263 Rainier Ave S. #200, Renton, WA 98057",263 Rainier Ave S. #200,Renton,WA,98057,47.4808,-122.217,1-800-572-4223,https://www.cedarriverclinics.org/renton/,yes,yes,Yes,11,650,Yes,26,650,,,,10/01/2021 (phone)
177,Cedar River Clinics: Seattle,,,"509 Olive Way #1454, Seattle, WA 98101",509 Olive Way #1454,Seattle,WA,98101,47.6128,-122.337,1-800-572-4223,https://www.cedarriverclinics.org/seattle/,no,no,Yes,11,650,Yes,26,650,,,2020,10/01/2021 (phone)
178,Cedar River Clinics: Tacoma,,,"1401-A Martin Luther King Jr Way, Tacoma, WA 98405",1401-A Martin Luther King Jr Way,Tacoma,WA,98405,47.2489,-122.451,1-800-572-4223,https://www.cedarriverclinics.org/tacoma/,yes,yes,Yes,11,650,Yes,26,650,,,,10/01/2021 (phone)
179,Cedars Sinai Medical Center,,,"8700 Beverly Blvd., Los Angeles, CA 90048",444 S. San Vincente Blvd.. Suite 1003,Los Angeles,CA,90048,34.07,-118.375,(310) 423-3946,http://www.ryanprogram.org/ ; https://www.cedars-sinai.org/programs/gynecology/clinical-programs/family-planning.html,yes,yes,,,700,,,750,926,,,5/31/2021 (web only)
180,Center for Choice,,,"328 22nd St, Toledo, OH 43604",328 22nd St,Toledo,OH,43604,41.6596,-83.5507,(419) 255-7769,,no,no,,,650,,,650,1100,,2013,12/30/21
181,Center for Menstrual Disorders and Reproductive Choice,,,"2020 South Clinton Avenue, Rochester, NY 14618",2020 South Clinton Avenue,Rochester,NY,14618,43.1196,-77.5954,(585) 473-8770,http://www.cmdrc.com/,yes,yes,No,,580,Yes,9.6,580,600,,,12/29/21
182,"Center for Women (James Gomez, M.D.)",,,"10215 W. Roosevelt Rd. #101, Westchester, IL 60154",10215 W. Roosevelt Rd #101,Westchester,IL,60154,41.8633,-87.8784,(708) 450-4545,https://www.chicagocenterforwomen.com/,yes,yes,Yes,10,470,No,,480,1385,2020,,12/22/21
183,Center for Women's Health,,,"4840 College Boulevard, Overland Park, KS 66211",4840 College Boulevard,Overland Park,KS,66211,38.9277,-94.6415,(913) 491-6878,http://www.hodesnauser.com/,yes,yes,Yes,9.6,735,Yes,21.6,735,815,,,10/04/2021 (phone)
186,Cherry Hill Women's Center,,,"502 Kings Highway North, Cherry Hill, NJ 08034",502 Kings Highway North,Cherry Hill,NJ,8034,39.9268,-74.9964,(856) 667-5910,https://www.thewomenscenters.com/cherryhillwomenscenter/,yes,yes,Yes,11,490,Yes,24.6,400,700,,,9/16/21
187,"Choice Gynecological Services, PC. (Choice Gyn)",,,"89-26 Roosevelt Avenue, 2nd Floor, Jackson Heights, NY 11372","89-26 Roosevelt Avenue, 2nd Floor",Jackson Heights,NY,11372,40.7484,-73.8761,(718) 205-3400,https://www.abortosqueens.com/,yes,yes,Yes,8,580,Yes,23,580,600,,,12/28/21
188,Choices - Memphis Center for Reproductive Health,,,"1726 Poplar Ave, Memphis, TN 38104",1203 Poplar Ave,Memphis,TN,38104,35.1443,-90.0201,(901) 274-3550,http://memphischoices.org/,yes,yes,Yes,11,600,Yes,16.2,701,850,,,12/30/21
189,Choices Women's Medical Center,,,"147-32 Jamaica Avenue, Jamaica, NY 11435",147-32 Jamaica Avenue,Jamaica,NY,11435,40.7017,-73.8067,(718) 786-5000,http://www.choicesmedical.com/,yes,yes,Yes,10,580,Yes,24,580,600,,,12/28/21
191,Cleveland Center for Women's Health,,,"11710 Shaker Blvd, Shaker Heights, OH 33120",11710 Shaker Blvd,Shaker Heights,OH,33120,41.4838,-81.6016,(216) 295-2500,,no,no,,,650,,,650,1100,,2013,12/30/21
193,Clinic for Women,,,"3607 West 16th Street Suite B-2, Indianapolis, IN 46222",3607 West 16th Street Suite B-2,Indianapolis,IN,46222,39.7876,-86.2218,(317) 955-2641,http://clinic4women.net/,yes,yes,Yes,10,834,Yes,13,913,,,,10/04/2021 (phone)
194,Clinica Medica Para La Mujer de Hoy,,,"2140 West Olympic, Los Angeles, CA 90006",2140 West Olympic,Los Angeles,CA,90006,34.0521,-118.281,(818) 893-4402,http://recursos.hispanicaccess.org/42280/Clinica-Medica-Para-la-Mujer-de-Hoy-Family-Planning.html,no,no,,,700,,,750,926,,,
195,Clinica para la mujer de hoy / Abortion Services,,,"120 W. 5th St., Ste. 100, Santa Ana, CA 92701","120 W. 5th St., Ste. 100",Santa Ana,CA,92701,33.7489,-117.868,(714) 972-2772,,no,no,,,700,,,750,926,,,
198,Coastal Birth Control Center,,,"1901 Morgan Avenue, Corpus Christi, TX 78404",1901 Morgan Avenue,Corpus Christi,TX,78404,27.7782,-97.4102,(210) 614-4742,http://www.coastalbirthcontrolcenter.com/,no,no,,,650,,,715,850,,2014,12/29/21
199,Colorado Mountain Medical,,,"181 West Meadow Dr. - Suite 800, Vail, CO 81657","50 Buck Creek Road, Suite 200",Avon,CO,81620,39.6405,-106.522,(970) 926-6340,http://cmmhealth.org,yes,yes,Yes,8,458,Yes,8,747,2100,,,7/15/2021 (web only)
202,"Columbus Women's Health Organization, P.C.",,,"3850 Rosemont Drive, Columbus, GA 31904",3850 Rosemont Drive,Columbus,GA,31904,32.5012,-84.9597,(706) 323-3816,http://www.columbuswomenshealth.com/,yes,yes,Yes,11,476,No,,485,,,,10/04/2021 (phone)
203,Community Pregnancy Services,,,"2118 E 1st St, Los Angeles, CA 90033",2118 E 1st St,Los Angeles,CA,90033,34.0445,-118.213,(323) 266-2023,http://www.yellowpages.com/los-angeles-ca/mip/community-pregnancy-svc-11012756?lid=11012756,no,no,,,700,,,750,926,,,
204,Compassionate Abortion Care - Office of Darin Weyhrich,,,"222 N. 2nd Street, Suite 206, Boise, ID 83702","222 N. 2nd Street, Suite 206",Boise,ID,83702,43.6129,-116.195,(208) 342-2516,http://caringboiseabortiondoc.com/,yes,yes,Yes,8.4,650,Yes,13,657,,,,10/04/2021 (phone)
205,Compassionate Abortion Services,,,"106 Irving Street NW Suite 3700, Washington, D.C. 20010",106 Irving Street NW Suite 3700,Washington,DC,20010,38.9311,-77.0137,(202) 723-6200,http://abortiondc.com/,no,no,,,410,,,510,825,,,7/18/2021 (web only)
206,Complete Healthcare for Women - East Columbus Location,,,"99 N. Brice Rd, Columbus, OH 43213",99 N. Brice Rd,Columbus,OH,43213,39.9841,-82.8257,(614) 882-4343,http://drsamuel.org/,yes,no,,,650,,,650,1100,,2014,12/30/21
